Region,Date,Year,Month,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Des Moines, WA",6/30/2019,2019,7,$390K,-7.8%,-2.3%,52,33.3%,6.1%,45,-16.7%,-25.0%,80,12.7%,-22.3%,26,20,18,100.1%,-0.4%,-0.9%
"Des Moines, WA",7/31/2019,2019,8,$425K,9.0%,-3.6%,45,-13.5%,-16.7%,48,6.7%,-21.3%,85,6.3%,-23.4%,20,-6,-2,99.4%,-0.7%,-0.9%
"Des Moines, WA",8/31/2019,2019,9,$400K,-5.9%,1.9%,31,-31.1%,-26.2%,53,10.4%,29.3%,87,2.4%,-20.2%,27,7,-3,99.4%,-0.1%,0.0%
"Des Moines, WA",9/30/2019,2019,10,$405K,1.3%,-2.6%,36,16.1%,28.6%,25,-52.8%,-34.2%,67,-23.0%,-34.3%,26,-1,5,100.9%,1.5%,1.1%
"Des Moines, WA",10/31/2019,2019,11,$430K,6.2%,15.8%,48,33.3%,26.3%,23,-8.0%,9.5%,66,-1.5%,-20.5%,28,2,-37,98.0%,-2.9%,-0.5%
"Des Moines, WA",11/30/2019,2019,12,$430K,0.0%,3.2%,35,-27.1%,-16.7%,16,-30.4%,-15.8%,50,-24.2%,-23.1%,29,1,-20,99.6%,1.6%,0.6%
"Des Moines, WA",12/31/2019,2019,1,$470K,9.3%,17.5%,21,-40.0%,-32.3%,48,200.0%,60.0%,44,-12.0%,-34.3%,48,19,11,97.2%,-2.4%,-1.1%
"Des Moines, WA",1/31/2020,2020,2,$465K,-1.1%,0.0%,41,95.2%,57.7%,43,-10.4%,65.4%,38,-13.6%,-39.7%,43,-5,19,100.3%,3.1%,0.5%
"Des Moines, WA",2/29/2020,2020,3,$420K,-9.7%,14.3%,53,29.3%,71.0%,60,39.5%,22.4%,59,55.3%,-7.8%,11,-32,-14,99.6%,-0.7%,0.2%
"Des Moines, WA",3/31/2020,2020,4,$432K,2.7%,7.6%,32,-39.6%,-28.9%,44,-26.7%,-15.4%,65,10.2%,14.0%,5,-6,-5,101.3%,1.7%,1.1%
"Des Moines, WA",4/30/2020,2020,5,$427K,-1.0%,6.1%,30,-6.3%,-45.5%,48,9.1%,-28.4%,58,-10.8%,-23.7%,13,8,3,99.6%,-1.7%,-1.1%
"Des Moines, WA",5/31/2020,2020,6,$440K,2.9%,4.0%,57,90.0%,46.2%,56,16.7%,3.7%,56,-3.4%,-21.1%,15,2,9,100.9%,1.4%,0.4%
"Des Moines, WA",6/30/2020,2020,7,$480K,9.1%,23.1%,54,-5.3%,3.8%,73,30.4%,62.2%,62,10.7%,-22.5%,8,-7,-18,101.4%,0.4%,1.2%
"Des Moines, WA",7/31/2020,2020,8,$415K,-13.5%,-2.4%,59,9.3%,31.1%,71,-2.7%,47.9%,49,-21.0%,-42.4%,8,0,-12,100.6%,-0.8%,1.1%
"Des Moines, WA",8/31/2020,2020,9,$467K,12.5%,16.8%,67,13.6%,116.1%,62,-12.7%,17.0%,50,2.0%,-42.5%,11,3,-16,101.5%,0.9%,2.1%
"Des Moines, WA",9/30/2020,2020,10,$470K,0.6%,16.0%,58,-13.4%,61.1%,56,-9.7%,124.0%,51,2.0%,-23.9%,9,-2,-17,101.6%,0.1%,0.8%
"Des Moines, WA",10/31/2020,2020,11,$465K,-1.1%,8.1%,59,1.7%,22.9%,37,-33.9%,60.9%,40,-21.6%,-39.4%,10,1,-18,100.5%,-1.2%,2.5%
"Des Moines, WA",11/30/2020,2020,12,$472K,1.6%,9.9%,58,-1.7%,65.7%,23,-37.8%,43.8%,24,-40.0%,-52.0%,12,2,-17,100.8%,0.4%,1.3%
"Des Moines, WA",12/31/2020,2020,1,$520K,10.1%,10.6%,35,-39.7%,66.7%,31,34.8%,-35.4%,14,-41.7%,-68.2%,20,8,-28,100.8%,0.0%,3.7%
"Des Moines, WA",1/31/2021,2021,2,$534K,2.8%,14.9%,40,14.3%,-2.4%,26,-16.1%,-39.5%,12,-14.3%,-68.4%,8,-12,-35,104.8%,4.0%,4.6%
"DuPont, WA",1/31/2012,2012,2,$285K,9.6%,16.3%,7,-22.2%,-46.2%,10,-9.1%,-47.4%,34,-5.6%,-24.4%,92,28,25,96.7%,1.0%,-0.4%
"DuPont, WA",2/29/2012,2012,3,$261K,-8.6%,-13.1%,10,42.9%,-47.4%,21,110.0%,-19.2%,37,8.8%,-14.0%,82,-10,-34,96.7%,0.0%,-2.2%
"DuPont, WA",3/31/2012,2012,4,$267K,2.5%,-1.7%,6,-40.0%,0.0%,16,-23.8%,-33.3%,34,-8.1%,-33.3%,30,-52,10,97.9%,1.2%,2.9%
"DuPont, WA",4/30/2012,2012,5,$260K,-2.6%,-15.2%,13,116.7%,0.0%,15,-6.3%,-31.8%,37,8.8%,-31.5%,22,-8,-16,97.8%,-0.1%,-1.2%
"DuPont, WA",5/31/2012,2012,6,$270K,3.8%,-9.3%,11,-15.4%,-38.9%,6,-60.0%,-73.9%,31,-16.2%,-48.3%,28,6,-11,97.7%,-0.1%,-2.2%
"DuPont, WA",6/30/2012,2012,7,$280K,3.5%,-0.2%,13,18.2%,-18.8%,14,133.3%,-17.6%,33,6.5%,-45.0%,26,-2,-26,98.3%,0.6%,-0.4%
"DuPont, WA",7/31/2012,2012,8,$255K,-8.9%,-16.6%,8,-38.5%,-27.3%,7,-50.0%,-12.5%,34,3.0%,-26.1%,8,-18,-37,99.6%,1.3%,2.5%
"DuPont, WA",8/31/2012,2012,9,$257K,0.8%,-4.5%,6,-25.0%,-57.1%,10,42.9%,42.9%,33,-2.9%,-2.9%,92,84,23,102.0%,2.3%,4.0%
"DuPont, WA",9/30/2012,2012,10,$290K,12.9%,5.3%,4,-33.3%,-75.0%,10,0.0%,-41.2%,27,-18.2%,-35.7%,29,-63,-43,98.4%,-3.5%,-0.5%
"DuPont, WA",10/31/2012,2012,11,$274K,-5.2%,15.1%,10,150.0%,0.0%,5,-50.0%,-58.3%,26,-3.7%,-40.9%,48,19,30,98.3%,-0.1%,-2.2%
"DuPont, WA",11/30/2012,2012,12,$229K,-16.8%,-27.5%,5,-50.0%,-16.7%,8,60.0%,33.3%,23,-11.5%,-37.8%,5,-43,-105,98.6%,0.3%,-4.3%
"DuPont, WA",12/31/2012,2012,1,$299K,30.9%,15.1%,4,-20.0%,-55.6%,20,150.0%,81.8%,35,52.2%,-2.8%,47,42,-17,98.3%,-0.2%,2.6%
"DuPont, WA",1/31/2013,2013,2,$335K,11.9%,17.5%,4,0.0%,-42.9%,20,0.0%,100.0%,44,25.7%,29.4%,32,-15,-60,99.4%,1.1%,2.7%
"DuPont, WA",2/28/2013,2013,3,$300K,-10.4%,15.2%,7,75.0%,-30.0%,18,-10.0%,-14.3%,43,-2.3%,16.2%,27,-5,-55,99.7%,0.3%,3.0%
"DuPont, WA",3/31/2013,2013,4,$242K,-19.3%,-9.4%,13,85.7%,116.7%,28,55.6%,75.0%,52,20.9%,52.9%,40,13,10,95.9%,-3.7%,-2.0%
"DuPont, WA",4/30/2013,2013,5,$277K,14.7%,6.7%,18,38.5%,38.5%,22,-21.4%,46.7%,47,-9.6%,27.0%,33,-7,11,98.8%,2.8%,1.0%
"DuPont, WA",5/31/2013,2013,6,$289K,4.1%,6.9%,18,0.0%,63.6%,17,-22.7%,183.3%,42,-10.6%,35.5%,32,-1,4,97.7%,-1.1%,0.0%
"DuPont, WA",6/30/2013,2013,7,$250K,-13.4%,-10.6%,21,16.7%,61.5%,19,11.8%,35.7%,47,11.9%,42.4%,48,16,22,98.5%,0.9%,0.2%
"DuPont, WA",7/31/2013,2013,8,$337K,34.6%,32.2%,11,-47.6%,37.5%,19,0.0%,171.4%,47,0.0%,38.2%,26,-22,18,98.2%,-0.3%,-1.4%
"DuPont, WA",8/31/2013,2013,9,$303K,-10.0%,18.1%,14,27.3%,133.3%,16,-15.8%,60.0%,47,0.0%,42.4%,54,28,-38,96.9%,-1.4%,-5.1%
"DuPont, WA",9/30/2013,2013,10,$280K,-7.6%,-3.3%,13,-7.1%,225.0%,11,-31.3%,10.0%,44,-6.4%,63.0%,48,-6,19,98.4%,1.6%,0.0%
"DuPont, WA",10/31/2013,2013,11,$282K,0.5%,2.6%,10,-23.1%,0.0%,8,-27.3%,60.0%,37,-15.9%,42.3%,34,-14,-14,98.9%,0.5%,0.6%
"DuPont, WA",11/30/2013,2013,12,$216K,-23.4%,-5.7%,14,40.0%,180.0%,7,-12.5%,-12.5%,29,-21.6%,26.1%,79,45,74,98.6%,-0.3%,0.0%
"DuPont, WA",12/31/2013,2013,1,$197K,-8.6%,-34.2%,9,-35.7%,125.0%,14,100.0%,-30.0%,29,0.0%,-17.1%,116,37,69,97.2%,-1.4%,-1.1%
"DuPont, WA",1/31/2014,2014,2,$276K,40.1%,-17.6%,7,-22.2%,75.0%,18,28.6%,-10.0%,38,31.0%,-13.6%,107,-9,75,98.5%,1.3%,-0.9%
"DuPont, WA",2/28/2014,2014,3,$299K,8.3%,-0.3%,9,28.6%,28.6%,24,33.3%,33.3%,48,26.3%,11.6%,35,-72,8,98.0%,-0.5%,-1.6%
"DuPont, WA",3/31/2014,2014,4,$255K,-14.7%,5.4%,6,-33.3%,-53.8%,33,37.5%,17.9%,52,8.3%,0.0%,8,-27,-32,99.9%,1.9%,4.0%
"DuPont, WA",4/30/2014,2014,5,$306K,20.0%,10.3%,25,316.7%,38.9%,29,-12.1%,31.8%,63,21.2%,34.0%,24,16,-9,98.3%,-1.6%,-0.5%
"DuPont, WA",5/31/2014,2014,6,$265K,-13.4%,-8.2%,13,-48.0%,-27.8%,25,-13.8%,47.1%,73,15.9%,73.8%,17,-7,-15,98.3%,0.0%,0.6%
"DuPont, WA",6/30/2014,2014,7,$252K,-5.0%,0.7%,13,0.0%,-38.1%,21,-16.0%,10.5%,68,-6.8%,44.7%,27,10,-21,99.4%,1.1%,0.9%
"DuPont, WA",7/31/2014,2014,8,$269K,6.8%,-20.1%,17,30.8%,54.5%,22,4.8%,15.8%,70,2.9%,48.9%,35,8,9,98.7%,-0.7%,0.4%
"DuPont, WA",8/31/2014,2014,9,$273K,1.6%,-9.8%,12,-29.4%,-14.3%,16,-27.3%,0.0%,67,-4.3%,42.6%,47,12,-7,97.3%,-1.3%,0.5%
"DuPont, WA",9/30/2014,2014,10,$272K,-0.5%,-2.9%,11,-8.3%,-15.4%,15,-6.3%,36.4%,60,-10.4%,36.4%,49,2,1,98.7%,1.4%,0.3%
"DuPont, WA",10/31/2014,2014,11,$289K,6.1%,2.5%,8,-27.3%,-20.0%,3,-80.0%,-62.5%,52,-13.3%,40.5%,29,-20,-5,98.4%,-0.3%,-0.5%
"DuPont, WA",11/30/2014,2014,12,$229K,-20.6%,6.2%,5,-37.5%,-64.3%,9,200.0%,28.6%,44,-15.4%,51.7%,86,57,7,98.1%,-0.3%,-0.5%
"DuPont, WA",12/31/2014,2014,1,$245K,6.9%,24.3%,11,120.0%,22.2%,11,22.2%,-21.4%,41,-6.8%,41.4%,139,53,23,97.4%,-0.7%,0.1%
"DuPont, WA",1/31/2015,2015,2,$269K,10.0%,-2.4%,7,-36.4%,0.0%,17,54.5%,-5.6%,37,-9.8%,-2.6%,100,-39,-7,92.4%,-4.9%,-6.1%
"DuPont, WA",2/28/2015,2015,3,$291K,8.2%,-2.5%,14,100.0%,55.6%,18,5.9%,-25.0%,36,-2.7%,-25.0%,124,24,89,99.0%,6.6%,1.0%
"DuPont, WA",3/31/2015,2015,4,$292K,0.3%,14.6%,14,0.0%,133.3%,23,27.8%,-30.3%,35,-2.8%,-32.7%,45,-79,37,99.6%,0.5%,-0.3%
"DuPont, WA",4/30/2015,2015,5,$292K,-0.1%,-4.5%,19,35.7%,-24.0%,23,0.0%,-20.7%,38,8.6%,-39.7%,15,-30,-9,96.5%,-3.1%,-1.8%
"DuPont, WA",5/31/2015,2015,6,$258K,-11.8%,-2.8%,18,-5.3%,38.5%,23,0.0%,-8.0%,43,13.2%,-41.1%,23,8,6,99.3%,2.8%,1.0%
"DuPont, WA",6/30/2015,2015,7,$326K,26.7%,29.7%,26,44.4%,100.0%,10,-56.5%,-52.4%,34,-20.9%,-50.0%,35,12,8,98.7%,-0.7%,-0.7%
"DuPont, WA",7/31/2015,2015,8,$276K,-15.5%,2.6%,15,-42.3%,-11.8%,14,40.0%,-36.4%,38,11.8%,-45.7%,58,23,23,98.7%,0.0%,0.0%
"DuPont, WA",8/31/2015,2015,9,$269K,-2.5%,-1.6%,9,-40.0%,-25.0%,16,14.3%,0.0%,31,-18.4%,-53.7%,54,-4,7,98.7%,0.0%,1.3%
"DuPont, WA",9/30/2015,2015,10,$295K,9.7%,8.5%,18,100.0%,63.6%,11,-31.3%,-26.7%,29,-6.5%,-51.7%,35,-19,-14,100.1%,1.5%,1.4%
"DuPont, WA",10/31/2015,2015,11,$300K,1.5%,3.8%,7,-61.1%,-12.5%,7,-36.4%,133.3%,26,-10.3%,-50.0%,64,29,35,99.5%,-0.7%,1.1%
"DuPont, WA",11/30/2015,2015,12,$260K,-13.2%,13.5%,13,85.7%,160.0%,10,42.9%,11.1%,21,-19.2%,-52.3%,31,-33,-55,98.6%,-0.9%,0.5%
"DuPont, WA",12/31/2015,2015,1,$300K,15.4%,22.5%,14,7.7%,27.3%,10,0.0%,-9.1%,19,-9.5%,-53.7%,60,29,-79,99.5%,0.9%,2.2%
"DuPont, WA",1/31/2016,2016,2,$296K,-1.3%,10.0%,10,-28.6%,42.9%,24,140.0%,41.2%,24,26.3%,-35.1%,12,-48,-88,99.7%,0.2%,7.3%
"DuPont, WA",2/29/2016,2016,3,$305K,2.8%,4.5%,15,50.0%,7.1%,21,-12.5%,16.7%,21,-12.5%,-41.7%,33,21,-91,99.7%,0.0%,0.7%
"DuPont, WA",3/31/2016,2016,4,$260K,-14.7%,-11.1%,20,33.3%,42.9%,25,19.0%,8.7%,27,28.6%,-22.9%,7,-26,-38,99.6%,-0.1%,0.1%
"DuPont, WA",4/30/2016,2016,5,$285K,9.7%,-2.4%,17,-15.0%,-10.5%,28,12.0%,21.7%,29,7.4%,-23.7%,10,3,-5,99.0%,-0.6%,2.5%
"DuPont, WA",5/31/2016,2016,6,$350K,22.8%,35.8%,23,35.3%,27.8%,27,-3.6%,17.4%,32,10.3%,-25.6%,14,4,-9,99.2%,0.2%,-0.1%
"DuPont, WA",6/30/2016,2016,7,$306K,-12.6%,-6.3%,25,8.7%,-3.8%,23,-14.8%,130.0%,23,-28.1%,-32.4%,16,2,-19,99.6%,0.4%,1.0%
"DuPont, WA",7/31/2016,2016,8,$285K,-6.9%,3.3%,26,4.0%,73.3%,23,0.0%,64.3%,30,30.4%,-21.1%,15,-1,-43,99.6%,0.0%,0.9%
"DuPont, WA",8/31/2016,2016,9,$320K,12.3%,19.0%,15,-42.3%,66.7%,12,-47.8%,-25.0%,22,-26.7%,-29.0%,38,23,-16,99.2%,-0.4%,0.6%
"DuPont, WA",9/30/2016,2016,10,$295K,-7.8%,0.0%,13,-13.3%,-27.8%,11,-8.3%,0.0%,15,-31.8%,-48.3%,12,-26,-23,99.9%,0.7%,-0.3%
"DuPont, WA",10/31/2016,2016,11,$305K,3.4%,1.8%,17,30.8%,142.9%,16,45.5%,128.6%,13,-13.3%,-50.0%,17,5,-47,99.4%,-0.5%,0.0%
"DuPont, WA",11/30/2016,2016,12,$298K,-2.3%,14.7%,14,-17.6%,7.7%,6,-62.5%,-40.0%,13,0.0%,-38.1%,26,9,-5,100.4%,0.9%,1.8%
"DuPont, WA",12/31/2016,2016,1,$294K,-1.4%,-2.1%,16,14.3%,14.3%,13,116.7%,30.0%,10,-23.1%,-47.4%,25,-1,-35,100.5%,0.1%,0.9%
"DuPont, WA",1/31/2017,2017,2,$267K,-9.2%,-10.0%,11,-31.3%,10.0%,15,15.4%,-37.5%,7,-30.0%,-70.8%,10,-15,-2,99.2%,-1.3%,-0.5%
"DuPont, WA",2/28/2017,2017,3,$285K,6.9%,-6.4%,15,36.4%,0.0%,42,180.0%,100.0%,18,157.1%,-14.3%,22,12,-11,99.8%,0.6%,0.1%
"DuPont, WA",3/31/2017,2017,4,$290K,1.7%,11.6%,23,53.3%,15.0%,37,-11.9%,48.0%,19,5.6%,-29.6%,4,-18,-3,100.8%,1.0%,1.1%
"DuPont, WA",4/30/2017,2017,5,$325K,12.1%,14.0%,31,34.8%,82.4%,39,5.4%,39.3%,26,36.8%,-10.3%,5,1,-5,100.7%,-0.1%,1.7%
"DuPont, WA",5/31/2017,2017,6,$318K,-2.1%,-9.1%,40,29.0%,73.9%,36,-7.7%,33.3%,35,34.6%,9.4%,6,1,-8,100.2%,-0.5%,1.0%
"DuPont, WA",6/30/2017,2017,7,$325K,2.1%,6.2%,33,-17.5%,32.0%,25,-30.6%,8.7%,28,-20.0%,21.7%,6,0,-10,100.6%,0.3%,0.9%
"DuPont, WA",7/31/2017,2017,8,$325K,0.0%,14.0%,27,-18.2%,3.8%,15,-40.0%,-34.8%,18,-35.7%,-40.0%,14,8,-1,100.5%,-0.1%,0.9%
"DuPont, WA",8/31/2017,2017,9,$323K,-0.5%,1.1%,26,-3.7%,73.3%,12,-20.0%,0.0%,14,-22.2%,-36.4%,22,8,-16,100.3%,-0.2%,1.0%
"DuPont, WA",9/30/2017,2017,10,$286K,-11.7%,-3.2%,19,-26.9%,46.2%,17,41.7%,54.5%,12,-14.3%,-20.0%,36,14,24,101.1%,0.8%,1.2%
"DuPont, WA",10/31/2017,2017,11,$319K,11.7%,4.6%,15,-21.1%,-11.8%,15,-11.8%,-6.3%,11,-8.3%,-15.4%,10,-26,-7,99.4%,-1.8%,-0.1%
"DuPont, WA",11/30/2017,2017,12,$244K,-23.5%,-18.1%,10,-33.3%,-28.6%,9,-40.0%,50.0%,8,-27.3%,-38.5%,14,4,-12,101.2%,1.8%,0.8%
"DuPont, WA",12/31/2017,2017,1,$313K,28.5%,6.7%,20,100.0%,25.0%,18,100.0%,38.5%,7,-12.5%,-30.0%,10,-4,-15,100.0%,-1.1%,-0.4%
"DuPont, WA",1/31/2018,2018,2,$306K,-2.3%,14.8%,14,-30.0%,27.3%,22,22.2%,46.7%,7,0.0%,0.0%,8,-2,-2,100.3%,0.3%,1.1%
"DuPont, WA",2/28/2018,2018,3,$320K,4.5%,12.3%,25,78.6%,66.7%,40,81.8%,-4.8%,17,142.9%,-5.6%,5,-3,-17,100.6%,0.3%,0.8%
"DuPont, WA",3/31/2018,2018,4,$342K,7.0%,18.1%,22,-12.0%,-4.3%,29,-27.5%,-21.6%,12,-29.4%,-36.8%,6,1,2,101.5%,0.8%,0.7%
"DuPont, WA",4/30/2018,2018,5,$359K,4.9%,10.5%,31,40.9%,0.0%,47,62.1%,20.5%,26,116.7%,0.0%,4,-2,-1,100.9%,-0.6%,0.2%
"DuPont, WA",5/31/2018,2018,6,$341K,-5.0%,7.1%,30,-3.2%,-25.0%,44,-6.4%,22.2%,22,-15.4%,-37.1%,4,0,-2,100.4%,-0.5%,0.1%
"DuPont, WA",6/30/2018,2018,7,$352K,3.4%,8.4%,50,66.7%,51.5%,27,-38.6%,8.0%,25,13.6%,-10.7%,6,2,0,100.3%,-0.1%,-0.3%
"DuPont, WA",7/31/2018,2018,8,$355K,0.6%,9.1%,30,-40.0%,11.1%,25,-7.4%,66.7%,25,0.0%,38.9%,16,10,2,100.0%,-0.4%,-0.5%
"DuPont, WA",8/31/2018,2018,9,$374K,5.5%,15.6%,21,-30.0%,-19.2%,16,-36.0%,33.3%,14,-44.0%,0.0%,17,1,-5,99.1%,-0.9%,-1.2%
"DuPont, WA",9/30/2018,2018,10,$330K,-11.8%,15.6%,33,57.1%,73.7%,20,25.0%,17.6%,9,-35.7%,-25.0%,20,3,-16,99.4%,0.3%,-1.7%
"DuPont, WA",10/31/2018,2018,11,$317K,-4.0%,-0.7%,14,-57.6%,-6.7%,10,-50.0%,-33.3%,9,0.0%,-18.2%,10,-10,0,100.1%,0.7%,0.8%
"DuPont, WA",11/30/2018,2018,12,$265K,-16.4%,8.6%,9,-35.7%,-10.0%,10,0.0%,11.1%,10,11.1%,25.0%,8,-2,-6,99.6%,-0.5%,-1.5%
"DuPont, WA",12/31/2018,2018,1,$322K,21.5%,2.7%,13,44.4%,-35.0%,20,100.0%,11.1%,12,20.0%,71.4%,39,31,29,98.5%,-1.2%,-1.6%
"DuPont, WA",1/31/2019,2019,2,$347K,7.8%,13.3%,9,-30.8%,-35.7%,19,-5.0%,-13.6%,13,8.3%,85.7%,14,-25,6,100.4%,1.9%,0.1%
"DuPont, WA",2/28/2019,2019,3,$337K,-2.9%,5.3%,19,111.1%,-24.0%,24,26.3%,-40.0%,8,-38.5%,-52.9%,8,-6,3,99.7%,-0.7%,-1.0%
"DuPont, WA",3/31/2019,2019,4,$353K,4.6%,3.0%,30,57.9%,36.4%,36,50.0%,24.1%,11,37.5%,-8.3%,7,-1,1,100.5%,0.9%,-0.9%
"DuPont, WA",4/30/2019,2019,5,$375K,6.4%,4.5%,35,16.7%,12.9%,33,-8.3%,-29.8%,17,54.5%,-34.6%,4,-3,0,101.1%,0.6%,0.2%
"DuPont, WA",5/31/2019,2019,6,$365K,-2.7%,7.1%,29,-17.1%,-3.3%,30,-9.1%,-31.8%,14,-17.6%,-36.4%,5,1,1,101.8%,0.7%,1.4%
"DuPont, WA",6/30/2019,2019,7,$388K,6.3%,10.1%,29,0.0%,-42.0%,23,-23.3%,-14.8%,11,-21.4%,-56.0%,9,4,3,100.3%,-1.5%,0.0%
"DuPont, WA",7/31/2019,2019,8,$350K,-9.8%,-1.3%,25,-13.8%,-16.7%,17,-26.1%,-32.0%,9,-18.2%,-64.0%,8,-1,-8,100.2%,-0.1%,0.2%
"DuPont, WA",8/31/2019,2019,9,$385K,10.0%,2.9%,22,-12.0%,4.8%,36,111.8%,125.0%,9,0.0%,-35.7%,7,-1,-10,100.0%,-0.2%,0.9%
"DuPont, WA",9/30/2019,2019,10,$350K,-9.1%,6.1%,17,-22.7%,-48.5%,11,-69.4%,-45.0%,7,-22.2%,-22.2%,4,-3,-16,101.8%,1.7%,2.4%
"DuPont, WA",10/31/2019,2019,11,$340K,-3.0%,7.1%,22,29.4%,57.1%,6,-45.5%,-40.0%,1,-85.7%,-88.9%,5,1,-5,100.2%,-1.6%,0.1%
"DuPont, WA",11/30/2019,2019,12,$362K,6.6%,36.6%,15,-31.8%,66.7%,24,300.0%,140.0%,4,300.0%,-60.0%,12,7,4,100.8%,0.6%,1.2%
"DuPont, WA",12/31/2019,2019,1,$354K,-2.1%,10.1%,18,20.0%,38.5%,18,-25.0%,-10.0%,6,50.0%,-50.0%,5,-7,-34,100.3%,-0.5%,1.8%
"DuPont, WA",1/31/2020,2020,2,$365K,3.0%,5.2%,13,-27.8%,44.4%,13,-27.8%,-31.6%,4,-33.3%,-69.2%,3,-2,-11,101.8%,1.5%,1.4%
"DuPont, WA",2/29/2020,2020,3,$406K,11.3%,20.6%,14,7.7%,-26.3%,20,53.8%,-16.7%,7,75.0%,-12.5%,4,1,-4,101.9%,0.1%,2.2%
"DuPont, WA",3/31/2020,2020,4,$373K,-8.2%,5.8%,20,42.9%,-33.3%,21,5.0%,-41.7%,14,100.0%,27.3%,3,-1,-4,101.1%,-0.8%,0.6%
"DuPont, WA",4/30/2020,2020,5,$421K,12.7%,12.1%,17,-15.0%,-51.4%,20,-4.8%,-39.4%,9,-35.7%,-47.1%,2,-1,-2,101.1%,0.0%,0.0%
"DuPont, WA",5/31/2020,2020,6,$379K,-9.8%,3.9%,18,5.9%,-37.9%,31,55.0%,3.3%,6,-33.3%,-57.1%,3,1,-2,101.8%,0.7%,0.0%
"DuPont, WA",6/30/2020,2020,7,$410K,8.1%,5.7%,39,116.7%,34.5%,26,-16.1%,13.0%,8,33.3%,-27.3%,3,0,-6,101.8%,0.0%,1.5%
"DuPont, WA",7/31/2020,2020,8,$415K,1.2%,18.6%,28,-28.2%,12.0%,18,-30.8%,5.9%,12,50.0%,33.3%,3,0,-5,102.2%,0.3%,2.0%
"DuPont, WA",8/31/2020,2020,9,$408K,-1.8%,5.8%,16,-42.9%,-27.3%,18,0.0%,-50.0%,7,-41.7%,-22.2%,6,3,-1,100.7%,-1.4%,0.7%
"DuPont, WA",9/30/2020,2020,10,$410K,0.7%,17.2%,21,31.3%,23.5%,17,-5.6%,54.5%,5,-28.6%,-28.6%,4,-2,0,102.5%,1.7%,0.7%
"DuPont, WA",10/31/2020,2020,11,$425K,3.6%,25.2%,15,-28.6%,-31.8%,9,-47.1%,50.0%,2,-60.0%,100.0%,5,1,0,101.8%,-0.6%,1.6%
"DuPont, WA",11/30/2020,2020,12,$430K,1.2%,18.8%,19,26.7%,26.7%,8,-11.1%,-66.7%,1,-50.0%,-75.0%,6,1,-6,102.8%,1.0%,2.0%
"DuPont, WA",12/31/2020,2020,1,$445K,3.5%,25.6%,8,-57.9%,-55.6%,10,25.0%,-44.4%,,,,5,-1,0,100.7%,-2.0%,0.5%
"DuPont, WA",1/31/2021,2021,2,$448K,0.7%,22.7%,10,25.0%,-23.1%,17,70.0%,30.8%,4,,0.0%,3,-2,0,103.8%,3.1%,2.0%
"Edmonds, WA",1/31/2012,2012,2,$320K,28.2%,0.0%,40,11.1%,8.1%,77,54.0%,5.5%,221,0.5%,-36.1%,95,46,-18,96.5%,0.8%,-0.3%
"Edmonds, WA",2/29/2012,2012,3,$320K,0.0%,-2.4%,53,32.5%,-18.5%,69,-10.4%,-31.7%,196,-11.3%,-48.4%,82,-13,0,97.6%,1.1%,2.5%
"Edmonds, WA",3/31/2012,2012,4,$300K,-6.3%,-14.0%,75,41.5%,44.2%,94,36.2%,16.0%,188,-4.1%,-47.5%,91,9,4,98.4%,0.8%,2.0%
"Edmonds, WA",4/30/2012,2012,5,$325K,8.4%,16.3%,81,8.0%,65.3%,104,10.6%,4.0%,201,6.9%,-45.2%,47,-44,7,97.7%,-0.7%,2.2%
"Edmonds, WA",5/31/2012,2012,6,$358K,10.2%,7.9%,78,-3.7%,25.8%,97,-6.7%,-5.8%,195,-3.0%,-47.6%,21,-26,-32,98.6%,0.9%,0.6%
"Edmonds, WA",6/30/2012,2012,7,$311K,-13.2%,2.7%,80,2.6%,42.9%,93,-4.1%,2.2%,190,-2.6%,-47.5%,24,3,-45,99.4%,0.8%,2.4%
"Edmonds, WA",7/31/2012,2012,8,$339K,9.1%,9.9%,82,2.5%,10.8%,78,-16.1%,-15.2%,178,-6.3%,-51.8%,31,7,-38,98.1%,-1.3%,1.9%
"Edmonds, WA",8/31/2012,2012,9,$302K,-10.9%,9.8%,75,-8.5%,29.3%,58,-25.6%,7.4%,172,-3.4%,-49.7%,25,-6,-32,98.8%,0.7%,2.1%
"Edmonds, WA",9/30/2012,2012,10,$314K,3.8%,32.0%,61,-18.7%,-7.6%,51,-12.1%,-25.0%,138,-19.8%,-57.0%,47,22,-50,98.2%,-0.6%,4.5%
"Edmonds, WA",10/31/2012,2012,11,$332K,5.9%,-2.4%,57,-6.6%,11.8%,46,-9.8%,-11.5%,111,-19.6%,-61.3%,29,-18,-58,97.2%,-1.1%,1.1%
"Edmonds, WA",11/30/2012,2012,12,$336K,1.2%,14.3%,69,21.1%,16.9%,40,-13.0%,29.0%,104,-6.3%,-57.6%,45,16,-20,99.5%,2.3%,2.8%
"Edmonds, WA",12/31/2012,2012,1,$313K,-6.8%,25.4%,52,-24.6%,44.4%,61,52.5%,22.0%,102,-1.9%,-53.6%,31,-14,-18,98.0%,-1.5%,2.3%
